PCB_Index,Trace_Index,Node_Index,X,Y,Z,Layer
498,0,0,-20.174,1.261,1,1
498,0,1,-18.134,1.261,1,1
498,0,2,-17.788,1.607,1,1
498,0,3,-16.488,1.607,1,1
498,0,4,-16.255,1.374,1,1
498,0,5,-13.685,1.374,1,1
498,0,6,-13.098,0.787,1,1
498,0,7,-10.948,0.787,1,1
498,0,8,-10.099,-0.062,1,1
498,0,9,-8.979,-0.062,1,1
498,0,10,-8.625,0.292,1,1
498,1,0,-20.174,1.061,1,1
498,1,1,-18.134,1.061,1,1
498,1,2,-17.788,1.407,1,1
498,1,3,-16.488,1.407,1,1
498,1,4,-16.255,1.174,1,1
498,1,5,-13.685,1.174,1,1
498,1,6,-13.098,0.587,1,1
498,1,7,-10.948,0.587,1,1
498,1,8,-10.099,-0.262,1,1
498,1,9,-8.979,-0.262,1,1
498,1,10,-8.625,0.092,1,1
499,0,0,-23.355,2.172,1,1
499,0,1,-21.948,0.765,1,1
499,0,2,-19.708,0.765,1,1
499,0,3,-19.015,0.072,1,1
499,0,4,-18.415,0.072,1,1
499,0,5,-18.061,-0.282,1,1
499,0,6,-15.101,-0.282,1,1
499,0,7,-13.461,1.358,1,1
499,0,8,-10.761,1.358,1,1
499,0,9,-10.485,1.082,1,1
499,0,10,-9.755,1.082,1,1
499,1,0,-23.355,1.972,1,1
499,1,1,-21.948,0.565,1,1
499,1,2,-19.708,0.565,1,1
499,1,3,-19.015,-0.128,1,1
499,1,4,-18.415,-0.128,1,1
499,1,5,-18.061,-0.482,1,1
499,1,6,-15.101,-0.482,1,1
499,1,7,-13.461,1.158,1,1
499,1,8,-10.761,1.158,1,1
499,1,9,-10.485,0.882,1,1
499,1,10,-9.755,0.882,1,1
500,0,0,-20.325,0.607,1,1
500,0,1,-19.88,1.052,1,1
500,0,2,-18.43,1.052,1,1
500,0,3,-17.949,0.571,1,1
500,0,4,-16.319,0.571,1,1
500,0,5,-15.166,1.724,1,1
500,0,6,-13.236,1.724,1,1
500,0,7,-12.663,2.297,1,1
500,0,8,-11.933,2.297,1,1
500,0,9,-10.872,1.236,1,1
500,0,10,-10.112,1.236,1,1
500,1,0,-20.325,0.407,1,1
500,1,1,-19.88,0.852,1,1
500,1,2,-18.43,0.852,1,1
500,1,3,-17.949,0.371,1,1
500,1,4,-16.319,0.371,1,1
500,1,5,-15.166,1.524,1,1
500,1,6,-13.236,1.524,1,1
500,1,7,-12.663,2.097,1,1
500,1,8,-11.933,2.097,1,1
500,1,9,-10.872,1.036,1,1
500,1,10,-10.112,1.036,1,1
501,0,0,-23.3,2.18,1,1
501,0,1,-22.57,2.18,1,1
501,0,2,-21.891,2.859,1,1
501,0,3,-19.031,2.859,1,1
501,0,4,-17.369,4.521,1,1
501,0,5,-16.779,4.521,1,1
501,0,6,-15.011,2.753,1,1
501,0,7,-12.081,2.753,1,1
501,0,8,-10.992,3.842,1,1
501,0,9,-9.242,3.842,1,1
501,0,10,-7.17,5.914,1,1
501,1,0,-23.3,1.98,1,1
501,1,1,-22.57,1.98,1,1
501,1,2,-21.891,2.659,1,1
501,1,3,-19.031,2.659,1,1
501,1,4,-17.369,4.321,1,1
501,1,5,-16.779,4.321,1,1
501,1,6,-15.011,2.553,1,1
501,1,7,-12.081,2.553,1,1
501,1,8,-10.992,3.642,1,1
501,1,9,-9.242,3.642,1,1
501,1,10,-7.17,5.714,1,1
502,0,0,-21.21,1.044,1,1
502,0,1,-20.36,1.044,1,1
502,0,2,-19.773,1.631,1,1
502,0,3,-17.343,1.631,1,1
502,0,4,-16.007,2.967,1,1
502,0,5,-13.497,2.967,1,1
502,0,6,-12.344,1.814,1,1
502,0,7,-10.184,1.814,1,1
502,0,8,-9.873,1.503,1,1
502,0,9,-9.433,1.503,1,1
502,0,10,-8.443,0.513,1,1
502,1,0,-21.21,0.844,1,1
502,1,1,-20.36,0.844,1,1
502,1,2,-19.773,1.431,1,1
502,1,3,-17.343,1.431,1,1
502,1,4,-16.007,2.767,1,1
502,1,5,-13.497,2.767,1,1
502,1,6,-12.344,1.614,1,1
502,1,7,-10.184,1.614,1,1
502,1,8,-9.873,1.303,1,1
502,1,9,-9.433,1.303,1,1
502,1,10,-8.443,0.313,1,1
503,0,0,-20.177,-2.085,1,1
503,0,1,-19.774,-1.682,1,1
503,0,2,-18.704,-1.682,1,1
503,0,3,-18.294,-2.092,1,1
503,0,4,-16.164,-2.092,1,1
503,0,5,-15.648,-1.576,1,1
503,0,6,-14.418,-1.576,1,1
503,0,7,-13.195,-2.799,1,1
503,0,8,-11.715,-2.799,1,1
503,0,9,-9.834,-0.918,1,1
503,0,10,-8.754,-0.918,1,1
503,1,0,-20.177,-2.285,1,1
503,1,1,-19.774,-1.882,1,1
503,1,2,-18.704,-1.882,1,1
503,1,3,-18.294,-2.292,1,1
503,1,4,-16.164,-2.292,1,1
503,1,5,-15.648,-1.776,1,1
503,1,6,-14.418,-1.776,1,1
503,1,7,-13.195,-2.999,1,1
503,1,8,-11.715,-2.999,1,1
503,1,9,-9.834,-1.118,1,1
503,1,10,-8.754,-1.118,1,1
504,0,0,-20.392,-1.489,1,1
504,0,1,-17.852,-1.489,1,1
504,0,2,-17.081,-2.26,1,1
504,0,3,-15.311,-2.26,1,1
504,0,4,-13.663,-3.908,1,1
504,0,5,-13.113,-3.908,1,1
504,0,6,-11.522,-2.317,1,1
504,0,7,-9.222,-2.317,1,1
504,0,8,-8.663,-1.758,1,1
504,0,9,-7.113,-1.758,1,1
504,0,10,-5.133,0.222,1,1
504,1,0,-20.392,-1.689,1,1
504,1,1,-17.852,-1.689,1,1
504,1,2,-17.081,-2.46,1,1
504,1,3,-15.311,-2.46,1,1
504,1,4,-13.663,-4.108,1,1
504,1,5,-13.113,-4.108,1,1
504,1,6,-11.522,-2.517,1,1
504,1,7,-9.222,-2.517,1,1
504,1,8,-8.663,-1.958,1,1
504,1,9,-7.113,-1.958,1,1
504,1,10,-5.133,0.022,1,1
505,0,0,-20.35,-1.154,1,1
505,0,1,-19.41,-1.154,1,1
505,0,2,-17.536,0.72,1,1
505,0,3,-16.836,0.72,1,1
505,0,4,-15.443,-0.673,1,1
505,0,5,-12.633,-0.673,1,1
505,0,6,-12.032,-0.072,1,1
505,0,7,-9.212,-0.072,1,1
505,0,8,-8.222,0.918,1,1
505,0,9,-7.672,0.918,1,1
505,0,10,-5.933,-0.821,1,1
505,1,0,-20.35,-1.354,1,1
505,1,1,-19.41,-1.354,1,1
505,1,2,-17.536,0.52,1,1
505,1,3,-16.836,0.52,1,1
505,1,4,-15.443,-0.873,1,1
505,1,5,-12.633,-0.873,1,1
505,1,6,-12.032,-0.272,1,1
505,1,7,-9.212,-0.272,1,1
505,1,8,-8.222,0.718,1,1
505,1,9,-7.672,0.718,1,1
505,1,10,-5.933,-1.021,1,1
506,0,0,-22.049,1.376,1,1
506,0,1,-21.409,1.376,1,1
506,0,2,-20.921,0.888,1,1
506,0,3,-18.761,0.888,1,1
506,0,4,-17.099,2.55,1,1
506,0,5,-16.119,2.55,1,1
506,0,6,-14.669,4.0,1,1
506,0,7,-13.159,4.0,1,1
506,0,8,-11.766,5.393,1,1
506,0,9,-11.166,5.393,1,1
506,0,10,-10.105,6.454,1,1
506,1,0,-22.049,1.176,1,1
506,1,1,-21.409,1.176,1,1
506,1,2,-20.921,0.688,1,1
506,1,3,-18.761,0.688,1,1
506,1,4,-17.099,2.35,1,1
506,1,5,-16.119,2.35,1,1
506,1,6,-14.669,3.8,1,1
506,1,7,-13.159,3.8,1,1
506,1,8,-11.766,5.193,1,1
506,1,9,-11.166,5.193,1,1
506,1,10,-10.105,6.254,1,1
507,0,0,-21.792,0.834,1,1
507,0,1,-20.604,2.022,1,1
507,0,2,-18.384,2.022,1,1
507,0,3,-17.818,2.588,1,1
507,0,4,-16.038,2.588,1,1
507,0,5,-14.192,4.434,1,1
507,0,6,-13.522,4.434,1,1
507,0,7,-11.542,2.454,1,1
507,0,8,-10.352,2.454,1,1
507,0,9,-9.404,1.506,1,1
507,0,10,-7.914,1.506,1,1
507,1,0,-21.792,0.634,1,1
507,1,1,-20.604,1.822,1,1
507,1,2,-18.384,1.822,1,1
507,1,3,-17.818,2.388,1,1
507,1,4,-16.038,2.388,1,1
507,1,5,-14.192,4.234,1,1
507,1,6,-13.522,4.234,1,1
507,1,7,-11.542,2.254,1,1
507,1,8,-10.352,2.254,1,1
507,1,9,-9.404,1.306,1,1
507,1,10,-7.914,1.306,1,1
508,0,0,-23.763,-0.131,1,1
508,0,1,-22.453,-0.131,1,1
508,0,2,-21.845,-0.739,1,1
508,0,3,-19.375,-0.739,1,1
508,0,4,-18.406,-1.708,1,1
508,0,5,-17.756,-1.708,1,1
508,0,6,-15.727,-3.737,1,1
508,0,7,-14.027,-3.737,1,1
508,0,8,-12.86,-2.57,1,1
508,0,9,-10.41,-2.57,1,1
508,0,10,-9.689,-1.849,1,1
508,1,0,-23.763,-0.331,1,1
508,1,1,-22.453,-0.331,1,1
508,1,2,-21.845,-0.939,1,1
508,1,3,-19.375,-0.939,1,1
508,1,4,-18.406,-1.908,1,1
508,1,5,-17.756,-1.908,1,1
508,1,6,-15.727,-3.937,1,1
508,1,7,-14.027,-3.937,1,1
508,1,8,-12.86,-2.77,1,1
508,1,9,-10.41,-2.77,1,1
508,1,10,-9.689,-2.049,1,1
509,0,0,-22.66,0.279,1,1
509,0,1,-20.638,-1.743,1,1
509,0,2,-19.388,-1.743,1,1
509,0,3,-19.027,-1.382,1,1
509,0,4,-16.357,-1.382,1,1
509,0,5,-15.438,-0.463,1,1
509,0,6,-13.908,-0.463,1,1
509,0,7,-12.579,-1.792,1,1
509,0,8,-12.209,-1.792,1,1
509,0,9,-10.236,-3.765,1,1
509,0,10,-9.416,-3.765,1,1
509,1,0,-22.66,0.079,1,1
509,1,1,-20.638,-1.943,1,1
509,1,2,-19.388,-1.943,1,1
509,1,3,-19.027,-1.582,1,1
509,1,4,-16.357,-1.582,1,1
509,1,5,-15.438,-0.663,1,1
509,1,6,-13.908,-0.663,1,1
509,1,7,-12.579,-1.992,1,1
509,1,8,-12.209,-1.992,1,1
509,1,9,-10.236,-3.965,1,1
509,1,10,-9.416,-3.965,1,1
510,0,0,-23.542,1.831,1,1
510,0,1,-21.492,1.831,1,1
510,0,2,-20.078,0.417,1,1
510,0,3,-18.188,0.417,1,1
510,0,4,-17.644,0.961,1,1
510,0,5,-16.184,0.961,1,1
510,0,6,-15.944,0.721,1,1
510,0,7,-13.284,0.721,1,1
510,0,8,-11.594,2.411,1,1
510,0,9,-8.744,2.411,1,1
510,0,10,-6.672,4.483,1,1
510,1,0,-23.542,1.631,1,1
510,1,1,-21.492,1.631,1,1
510,1,2,-20.078,0.217,1,1
510,1,3,-18.188,0.217,1,1
510,1,4,-17.644,0.761,1,1
510,1,5,-16.184,0.761,1,1
510,1,6,-15.944,0.521,1,1
510,1,7,-13.284,0.521,1,1
510,1,8,-11.594,2.211,1,1
510,1,9,-8.744,2.211,1,1
510,1,10,-6.672,4.283,1,1
511,0,0,-22.391,0.874,1,1
511,0,1,-19.581,0.874,1,1
511,0,2,-17.905,-0.802,1,1
511,0,3,-15.225,-0.802,1,1
511,0,4,-13.231,1.192,1,1
511,0,5,-12.611,1.192,1,1
511,0,6,-11.663,0.244,1,1
511,0,7,-10.033,0.244,1,1
511,0,8,-9.517,0.76,1,1
511,0,9,-8.957,0.76,1,1
511,0,10,-7.698,-0.499,1,1
511,1,0,-22.391,0.674,1,1
511,1,1,-19.581,0.674,1,1
511,1,2,-17.905,-1.002,1,1
511,1,3,-15.225,-1.002,1,1
511,1,4,-13.231,0.992,1,1
511,1,5,-12.611,0.992,1,1
511,1,6,-11.663,0.044,1,1
511,1,7,-10.033,0.044,1,1
511,1,8,-9.517,0.56,1,1
511,1,9,-8.957,0.56,1,1
511,1,10,-7.698,-0.699,1,1
512,0,0,-21.05,-1.463,1,1
512,0,1,-18.19,-1.463,1,1
512,0,2,-17.207,-2.446,1,1
512,0,3,-14.247,-2.446,1,1
512,0,4,-13.222,-3.471,1,1
512,0,5,-11.402,-3.471,1,1
512,0,6,-10.398,-4.475,1,1
512,0,7,-8.598,-4.475,1,1
512,0,8,-6.703,-2.58,1,1
512,0,9,-5.963,-2.58,1,1
512,0,10,-4.337,-0.954,1,1
512,1,0,-21.05,-1.663,1,1
512,1,1,-18.19,-1.663,1,1
512,1,2,-17.207,-2.646,1,1
512,1,3,-14.247,-2.646,1,1
512,1,4,-13.222,-3.671,1,1
512,1,5,-11.402,-3.671,1,1
512,1,6,-10.398,-4.675,1,1
512,1,7,-8.598,-4.675,1,1
512,1,8,-6.703,-2.78,1,1
512,1,9,-5.963,-2.78,1,1
512,1,10,-4.337,-1.154,1,1
513,0,0,-22.981,2.082,1,1
513,0,1,-22.111,1.212,1,1
513,0,2,-20.071,1.212,1,1
513,0,3,-19.102,0.243,1,1
513,0,4,-16.922,0.243,1,1
513,0,5,-16.625,-0.054,1,1
513,0,6,-13.965,-0.054,1,1
513,0,7,-12.459,1.452,1,1
513,0,8,-11.999,1.452,1,1
513,0,9,-10.684,2.767,1,1
513,0,10,-10.374,2.767,1,1
513,1,0,-22.981,1.882,1,1
513,1,1,-22.111,1.012,1,1
513,1,2,-20.071,1.012,1,1
513,1,3,-19.102,0.043,1,1
513,1,4,-16.922,0.043,1,1
513,1,5,-16.625,-0.254,1,1
513,1,6,-13.965,-0.254,1,1
513,1,7,-12.459,1.252,1,1
513,1,8,-11.999,1.252,1,1
513,1,9,-10.684,2.567,1,1
513,1,10,-10.374,2.567,1,1
514,0,0,-22.677,-2.18,1,1
514,0,1,-22.21,-1.713,1,1
514,0,2,-20.38,-1.713,1,1
514,0,3,-19.39,-0.723,1,1
514,0,4,-17.01,-0.723,1,1
514,0,5,-15.836,-1.897,1,1
514,0,6,-12.966,-1.897,1,1
514,0,7,-12.747,-2.116,1,1
514,0,8,-10.697,-2.116,1,1
514,0,9,-10.195,-1.614,1,1
514,0,10,-9.635,-1.614,1,1
514,1,0,-22.677,-2.38,1,1
514,1,1,-22.21,-1.913,1,1
514,1,2,-20.38,-1.913,1,1
514,1,3,-19.39,-0.923,1,1
514,1,4,-17.01,-0.923,1,1
514,1,5,-15.836,-2.097,1,1
514,1,6,-12.966,-2.097,1,1
514,1,7,-12.747,-2.316,1,1
514,1,8,-10.697,-2.316,1,1
514,1,9,-10.195,-1.814,1,1
514,1,10,-9.635,-1.814,1,1
515,0,0,-20.063,-1.069,1,1
515,0,1,-18.26,0.734,1,1
515,0,2,-15.46,0.734,1,1
515,0,3,-14.534,-0.192,1,1
515,0,4,-13.864,-0.192,1,1
515,0,5,-13.213,-0.843,1,1
515,0,6,-11.753,-0.843,1,1
515,0,7,-11.081,-1.515,1,1
515,0,8,-9.761,-1.515,1,1
515,0,9,-7.802,-3.474,1,1
515,0,10,-5.162,-3.474,1,1
515,1,0,-20.063,-1.269,1,1
515,1,1,-18.26,0.534,1,1
515,1,2,-15.46,0.534,1,1
515,1,3,-14.534,-0.392,1,1
515,1,4,-13.864,-0.392,1,1
515,1,5,-13.213,-1.043,1,1
515,1,6,-11.753,-1.043,1,1
515,1,7,-11.081,-1.715,1,1
515,1,8,-9.761,-1.715,1,1
515,1,9,-7.802,-3.674,1,1
515,1,10,-5.162,-3.674,1,1
516,0,0,-21.422,1.612,1,1
516,0,1,-19.652,1.612,1,1
516,0,2,-19.023,0.983,1,1
516,0,3,-17.303,0.983,1,1
516,0,4,-16.667,0.347,1,1
516,0,5,-15.717,0.347,1,1
516,0,6,-13.78,2.284,1,1
516,0,7,-11.59,2.284,1,1
516,0,8,-10.826,3.048,1,1
516,0,9,-9.956,3.048,1,1
516,0,10,-8.634,1.726,1,1
516,1,0,-21.422,1.412,1,1
516,1,1,-19.652,1.412,1,1
516,1,2,-19.023,0.783,1,1
516,1,3,-17.303,0.783,1,1
516,1,4,-16.667,0.147,1,1
516,1,5,-15.717,0.147,1,1
516,1,6,-13.78,2.084,1,1
516,1,7,-11.59,2.084,1,1
516,1,8,-10.826,2.848,1,1
516,1,9,-9.956,2.848,1,1
516,1,10,-8.634,1.526,1,1
517,0,0,-22.59,2.004,1,1
517,0,1,-21.56,2.004,1,1
517,0,2,-20.45,0.894,1,1
517,0,3,-18.84,0.894,1,1
517,0,4,-18.607,1.127,1,1
517,0,5,-16.987,1.127,1,1
517,0,6,-15.127,2.987,1,1
517,0,7,-13.827,2.987,1,1
517,0,8,-13.283,2.443,1,1
517,0,9,-10.503,2.443,1,1
517,0,10,-8.742,0.682,1,1
517,1,0,-22.59,1.804,1,1
517,1,1,-21.56,1.804,1,1
517,1,2,-20.45,0.694,1,1
517,1,3,-18.84,0.694,1,1
517,1,4,-18.607,0.927,1,1
517,1,5,-16.987,0.927,1,1
517,1,6,-15.127,2.787,1,1
517,1,7,-13.827,2.787,1,1
517,1,8,-13.283,2.243,1,1
517,1,9,-10.503,2.243,1,1
517,1,10,-8.742,0.482,1,1
518,0,0,-21.888,-0.008,1,1
518,0,1,-20.068,-0.008,1,1
518,0,2,-17.996,2.064,1,1
518,0,3,-16.546,2.064,1,1
518,0,4,-14.679,3.931,1,1
518,0,5,-13.369,3.931,1,1
518,0,6,-12.718,4.582,1,1
518,0,7,-11.508,4.582,1,1
518,0,8,-11.211,4.879,1,1
518,0,9,-9.361,4.879,1,1
518,0,10,-8.166,3.684,1,1
518,1,0,-21.888,-0.208,1,1
518,1,1,-20.068,-0.208,1,1
518,1,2,-17.996,1.864,1,1
518,1,3,-16.546,1.864,1,1
518,1,4,-14.679,3.731,1,1
518,1,5,-13.369,3.731,1,1
518,1,6,-12.718,4.382,1,1
518,1,7,-11.508,4.382,1,1
518,1,8,-11.211,4.679,1,1
518,1,9,-9.361,4.679,1,1
518,1,10,-8.166,3.484,1,1
519,0,0,-22.279,1.875,1,1
519,0,1,-21.749,1.875,1,1
519,0,2,-20.024,0.15,1,1
519,0,3,-19.074,0.15,1,1
519,0,4,-17.165,-1.759,1,1
519,0,5,-14.315,-1.759,1,1
519,0,6,-12.385,0.171,1,1
519,0,7,-10.465,0.171,1,1
519,0,8,-8.414,2.222,1,1
519,0,9,-7.764,2.222,1,1
519,0,10,-6.534,3.452,1,1
519,1,0,-22.279,1.675,1,1
519,1,1,-21.749,1.675,1,1
519,1,2,-20.024,-0.05,1,1
519,1,3,-19.074,-0.05,1,1
519,1,4,-17.165,-1.959,1,1
519,1,5,-14.315,-1.959,1,1
519,1,6,-12.385,-0.029,1,1
519,1,7,-10.465,-0.029,1,1
519,1,8,-8.414,2.022,1,1
519,1,9,-7.764,2.022,1,1
519,1,10,-6.534,3.252,1,1
520,0,0,-23.435,-0.221,1,1
520,0,1,-22.495,0.719,1,1
520,0,2,-20.565,0.719,1,1
520,0,3,-18.599,2.685,1,1
520,0,4,-16.319,2.685,1,1
520,0,5,-15.859,3.145,1,1
520,0,6,-14.649,3.145,1,1
520,0,7,-13.716,2.212,1,1
520,0,8,-12.976,2.212,1,1
520,0,9,-11.123,0.359,1,1
520,0,10,-8.163,0.359,1,1
520,1,0,-23.435,-0.421,1,1
520,1,1,-22.495,0.519,1,1
520,1,2,-20.565,0.519,1,1
520,1,3,-18.599,2.485,1,1
520,1,4,-16.319,2.485,1,1
520,1,5,-15.859,2.945,1,1
520,1,6,-14.649,2.945,1,1
520,1,7,-13.716,2.012,1,1
520,1,8,-12.976,2.012,1,1
520,1,9,-11.123,0.159,1,1
520,1,10,-8.163,0.159,1,1
521,0,0,-23.505,1.927,1,1
521,0,1,-23.005,1.927,1,1
521,0,2,-22.284,1.206,1,1
521,0,3,-21.444,1.206,1,1
521,0,4,-19.846,2.804,1,1
521,0,5,-17.856,2.804,1,1
521,0,6,-16.421,4.239,1,1
521,0,7,-14.591,4.239,1,1
521,0,8,-14.209,3.857,1,1
521,0,9,-12.829,3.857,1,1
521,0,10,-11.224,5.462,1,1
521,1,0,-23.505,1.727,1,1
521,1,1,-23.005,1.727,1,1
521,1,2,-22.284,1.006,1,1
521,1,3,-21.444,1.006,1,1
521,1,4,-19.846,2.604,1,1
521,1,5,-17.856,2.604,1,1
521,1,6,-16.421,4.039,1,1
521,1,7,-14.591,4.039,1,1
521,1,8,-14.209,3.657,1,1
521,1,9,-12.829,3.657,1,1
521,1,10,-11.224,5.262,1,1
522,0,0,-23.18,0.833,1,1
522,0,1,-21.04,0.833,1,1
522,0,2,-19.194,2.679,1,1
522,0,3,-17.554,2.679,1,1
522,0,4,-16.79,1.915,1,1
522,0,5,-15.86,1.915,1,1
522,0,6,-13.972,0.027,1,1
522,0,7,-12.022,0.027,1,1
522,0,8,-10.389,1.66,1,1
522,0,9,-9.829,1.66,1,1
522,0,10,-9.27,2.219,1,1
522,1,0,-23.18,0.633,1,1
522,1,1,-21.04,0.633,1,1
522,1,2,-19.194,2.479,1,1
522,1,3,-17.554,2.479,1,1
522,1,4,-16.79,1.715,1,1
522,1,5,-15.86,1.715,1,1
522,1,6,-13.972,-0.173,1,1
522,1,7,-12.022,-0.173,1,1
522,1,8,-10.389,1.46,1,1
522,1,9,-9.829,1.46,1,1
522,1,10,-9.27,2.019,1,1
523,0,0,-20.78,-2.087,1,1
523,0,1,-18.45,-2.087,1,1
523,0,2,-16.597,-0.234,1,1
523,0,3,-15.447,-0.234,1,1
523,0,4,-15.03,-0.651,1,1
523,0,5,-13.23,-0.651,1,1
523,0,6,-12.898,-0.983,1,1
523,0,7,-10.048,-0.983,1,1
523,0,8,-8.068,0.997,1,1
523,0,9,-5.248,0.997,1,1
523,0,10,-4.138,2.107,1,1
523,1,0,-20.78,-2.287,1,1
523,1,1,-18.45,-2.287,1,1
523,1,2,-16.597,-0.434,1,1
523,1,3,-15.447,-0.434,1,1
523,1,4,-15.03,-0.851,1,1
523,1,5,-13.23,-0.851,1,1
523,1,6,-12.898,-1.183,1,1
523,1,7,-10.048,-1.183,1,1
523,1,8,-8.068,0.797,1,1
523,1,9,-5.248,0.797,1,1
523,1,10,-4.138,1.907,1,1
524,0,0,-21.678,0.246,1,1
524,0,1,-19.698,0.246,1,1
524,0,2,-17.973,1.971,1,1
524,0,3,-17.303,1.971,1,1
524,0,4,-15.189,4.085,1,1
524,0,5,-13.089,4.085,1,1
524,0,6,-12.325,3.321,1,1
524,0,7,-10.605,3.321,1,1
524,0,8,-10.082,2.798,1,1
524,0,9,-9.332,2.798,1,1
524,0,10,-7.451,4.679,1,1
524,1,0,-21.678,0.046,1,1
524,1,1,-19.698,0.046,1,1
524,1,2,-17.973,1.771,1,1
524,1,3,-17.303,1.771,1,1
524,1,4,-15.189,3.885,1,1
524,1,5,-13.089,3.885,1,1
524,1,6,-12.325,3.121,1,1
524,1,7,-10.605,3.121,1,1
524,1,8,-10.082,2.598,1,1
524,1,9,-9.332,2.598,1,1
524,1,10,-7.451,4.479,1,1
525,0,0,-21.129,2.021,1,1
525,0,1,-20.139,2.021,1,1
525,0,2,-19.481,2.679,1,1
525,0,3,-17.981,2.679,1,1
525,0,4,-17.726,2.934,1,1
525,0,5,-15.626,2.934,1,1
525,0,6,-14.636,1.944,1,1
525,0,7,-12.776,1.944,1,1
525,0,8,-11.249,0.417,1,1
525,0,9,-10.469,0.417,1,1
525,0,10,-8.779,-1.273,1,1
525,1,0,-21.129,1.821,1,1
525,1,1,-20.139,1.821,1,1
525,1,2,-19.481,2.479,1,1
525,1,3,-17.981,2.479,1,1
525,1,4,-17.726,2.734,1,1
525,1,5,-15.626,2.734,1,1
525,1,6,-14.636,1.744,1,1
525,1,7,-12.776,1.744,1,1
525,1,8,-11.249,0.217,1,1
525,1,9,-10.469,0.217,1,1
525,1,10,-8.779,-1.473,1,1
526,0,0,-20.213,1.097,1,1
526,0,1,-19.693,1.097,1,1
526,0,2,-17.819,-0.777,1,1
526,0,3,-15.969,-0.777,1,1
526,0,4,-14.456,0.736,1,1
526,0,5,-12.056,0.736,1,1
526,0,6,-11.526,1.266,1,1
526,0,7,-9.026,1.266,1,1
526,0,8,-7.492,-0.268,1,1
526,0,9,-6.382,-0.268,1,1
526,0,10,-5.505,0.609,1,1
526,1,0,-20.213,0.897,1,1
526,1,1,-19.693,0.897,1,1
526,1,2,-17.819,-0.977,1,1
526,1,3,-15.969,-0.977,1,1
526,1,4,-14.456,0.536,1,1
526,1,5,-12.056,0.536,1,1
526,1,6,-11.526,1.066,1,1
526,1,7,-9.026,1.066,1,1
526,1,8,-7.492,-0.468,1,1
526,1,9,-6.382,-0.468,1,1
526,1,10,-5.505,0.409,1,1
527,0,0,-20.319,-1.343,1,1
527,0,1,-17.919,-1.343,1,1
527,0,2,-17.219,-0.643,1,1
527,0,3,-14.619,-0.643,1,1
527,0,4,-13.028,-2.234,1,1
527,0,5,-10.888,-2.234,1,1
527,0,6,-9.318,-3.804,1,1
527,0,7,-6.708,-3.804,1,1
527,0,8,-5.958,-3.054,1,1
527,0,9,-4.538,-3.054,1,1
527,0,10,-2.551,-1.067,1,1
527,1,0,-20.319,-1.543,1,1
527,1,1,-17.919,-1.543,1,1
527,1,2,-17.219,-0.843,1,1
527,1,3,-14.619,-0.843,1,1
527,1,4,-13.028,-2.434,1,1
527,1,5,-10.888,-2.434,1,1
527,1,6,-9.318,-4.004,1,1
527,1,7,-6.708,-4.004,1,1
527,1,8,-5.958,-3.254,1,1
527,1,9,-4.538,-3.254,1,1
527,1,10,-2.551,-1.267,1,1
528,0,0,-21.128,-1.394,1,1
528,0,1,-20.272,-0.538,1,1
528,0,2,-19.432,-0.538,1,1
528,0,3,-18.216,-1.754,1,1
528,0,4,-17.606,-1.754,1,1
528,0,5,-17.387,-1.535,1,1
528,0,6,-17.007,-1.535,1,1
528,0,7,-15.671,-0.199,1,1
528,0,8,-14.521,-0.199,1,1
528,0,9,-12.753,1.569,1,1
528,0,10,-10.343,1.569,1,1
528,1,0,-21.128,-1.594,1,1
528,1,1,-20.272,-0.738,1,1
528,1,2,-19.432,-0.738,1,1
528,1,3,-18.216,-1.954,1,1
528,1,4,-17.606,-1.954,1,1
528,1,5,-17.387,-1.735,1,1
528,1,6,-17.007,-1.735,1,1
528,1,7,-15.671,-0.399,1,1
528,1,8,-14.521,-0.399,1,1
528,1,9,-12.753,1.369,1,1
528,1,10,-10.343,1.369,1,1
529,0,0,-20.363,0.673,1,1
529,0,1,-19.055,-0.635,1,1
529,0,2,-18.245,-0.635,1,1
529,0,3,-17.51,0.1,1,1
529,0,4,-15.48,0.1,1,1
529,0,5,-14.554,-0.826,1,1
529,0,6,-13.544,-0.826,1,1
529,0,7,-13.063,-0.345,1,1
529,0,8,-10.913,-0.345,1,1
529,0,9,-9.895,-1.363,1,1
529,0,10,-7.385,-1.363,1,1
529,1,0,-20.363,0.473,1,1
529,1,1,-19.055,-0.835,1,1
529,1,2,-18.245,-0.835,1,1
529,1,3,-17.51,-0.1,1,1
529,1,4,-15.48,-0.1,1,1
529,1,5,-14.554,-1.026,1,1
529,1,6,-13.544,-1.026,1,1
529,1,7,-13.063,-0.545,1,1
529,1,8,-10.913,-0.545,1,1
529,1,9,-9.895,-1.563,1,1
529,1,10,-7.385,-1.563,1,1
530,0,0,-23.86,1.762,1,1
530,0,1,-22.637,0.539,1,1
530,0,2,-20.987,0.539,1,1
530,0,3,-19.325,-1.123,1,1
530,0,4,-16.395,-1.123,1,1
530,0,5,-14.641,-2.877,1,1
530,0,6,-12.121,-2.877,1,1
530,0,7,-11.216,-1.972,1,1
530,0,8,-9.766,-1.972,1,1
530,0,9,-9.313,-2.425,1,1
530,0,10,-7.653,-2.425,1,1
530,1,0,-23.86,1.562,1,1
530,1,1,-22.637,0.339,1,1
530,1,2,-20.987,0.339,1,1
530,1,3,-19.325,-1.323,1,1
